ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Partenaire;Contrat;Facturation electronique;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
1279;Homme;0;Oui;36;Non;DSL;Non;Oui;Annuel;Non;Carte bancaire;60,7;2234,55;Non
1280;Homme;0;Non;25;Non;Non;Oui;Oui;Annuel;Oui;Virement bancaire;20,95;495,15;Non
1281;Femme;1;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;114,85;8317,95;Non
1282;Femme;0;Non;36;Non;Non;Oui;Non;Annuel;Oui;Virement bancaire;19,25;679,8;Non
1284;Femme;0;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;105,5;7544;Non
1285;Homme;0;Oui;59;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;19,85;1188,25;Non
1286;Homme;1;Non;7;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;89,5;676,7;Oui
1287;Femme;0;Non;1;Non;DSL;Oui;Non;Annuel;Non;Carte bancaire;74,1;74,1;Non
1289;Homme;0;Non;64;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;19,55;1240,15;Non
1290;Homme;0;Non;63;Oui;DSL;Oui;Non;Annuel;Non;Virement bancaire;68,8;4111,35;Non
1291;Homme;1;Non;72;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;84,45;5899,85;Non
1292;Homme;0;Non;8;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;75;632,95;Oui
1293;Femme;0;Non;62;Oui;DSL;Oui;Non;Bisannuel;Non;Virement bancaire;84,5;5193,2;Non
1294;Homme;0;Oui;67;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;111,2;7530,8;Non
1295;Homme;0;Non;6;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;44,75;270,95;Oui
1296;Femme;0;Oui;70;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;80,6;5460,2;Non
1297;Femme;1;Non;20;Non;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;80,7;1614,2;Non
1298;Femme;0;Non;5;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;75,6;402,5;Non
1299;Femme;0;Oui;24;Non;DSL;Non;Oui;Annuel;Non;Cheque electronique;57,6;1367,75;Non
1301;Homme;0;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;110,6;7962,2;Non
1302;Femme;0;Oui;66;Non;DSL;Oui;Oui;Bisannuel;Oui;Carte bancaire;58,2;3810,8;Non
1304;Femme;0;Oui;69;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,7;1396,9;Non
1306;Femme;0;Non;28;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;59,55;1646,45;Non
1307;Femme;0;Non;70;Oui;Fibre optique;Oui;Non;Annuel;Non;Carte bancaire;115,55;8127,6;Oui
1309;Homme;1;Non;16;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;86,6;1281;Oui
1310;Femme;0;Non;18;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;85,2;1553,9;Oui
1311;Femme;0;Non;34;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;97,65;3207,55;Oui
1312;Homme;0;Oui;42;Non;DSL;Non;Oui;Annuel;Oui;Carte bancaire;45,1;2049,05;Non
1313;Homme;0;Non;48;Oui;DSL;Oui;Non;Annuel;Oui;Virement bancaire;70,95;3629,2;Non
1314;Homme;0;Non;47;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;109,55;5124,55;Oui
1316;Femme;0;Oui;11;Non;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;20,9;202,3;Non
1317;Homme;0;Non;7;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,95;147,5;Non
1318;Femme;0;Non;3;Oui;Non;Oui;Non;Mensuel;Non;Cheque papier;24,6;86,35;Non
1319;Homme;0;Non;8;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;66,7;579;Non
1320;Homme;0;Oui;1;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,45;19,45;Oui
1321;Homme;0;Oui;32;Non;Fibre optique;Oui;Oui;Annuel;Non;Cheque papier;94,8;3131,55;Non
1322;Homme;0;Oui;60;Non;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;65,85;3928,3;Non
1323;Femme;0;Non;10;Non;Non;Oui;Oui;Mensuel;Oui;Virement bancaire;19,95;187,75;Non
1324;Femme;0;Non;71;Oui;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;24,65;1710,15;Non
1325;Femme;0;Oui;4;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20,35;76,35;Oui
1326;Femme;1;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;69,25;69,25;Oui
1329;Femme;0;Non;23;Non;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;54,25;1221,55;Non
1330;Femme;0;Non;72;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,4;1496,45;Non
1331;Homme;0;Non;22;Non;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;56,25;1292,2;Non
1332;Femme;0;Non;1;Non;DSL;Non;Non;Mensuel;Oui;Cheque papier;25,15;25,15;Non
1333;Homme;0;Non;69;Oui;Non;Oui;Non;Bisannuel;Non;Virement bancaire;23,95;1713,1;Non
1334;Homme;0;Non;50;Non;DSL;Non;Non;Annuel;Oui;Cheque papier;35,4;1748,9;Non
1335;Femme;1;Non;1;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;25,2;25,2;Oui
1336;Homme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;45;96,45;Oui
1337;Femme;0;Non;15;Non;Fibre optique;Oui;Oui;Mensuel;Non;Virement bancaire;75,35;1114,55;Non
1339;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,15;20,15;Oui
1340;Homme;0;Non;66;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;105;7133,25;Oui
1341;Femme;0;Oui;0;Non;DSL;Non;Oui;Bisannuel;Non;Carte bancaire;56,05;;Non
1342;Homme;0;Oui;3;Non;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;54,7;169,45;Oui
1344;Homme;0;Oui;64;Non;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;73,05;4688,65;Non
1345;Femme;0;Non;28;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20,5;563,05;Non
1346;Femme;0;Non;57;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;100,75;5985;Non
1347;Femme;0;Oui;14;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;87,25;1258,6;Oui
1348;Homme;0;Non;19;Non;Non;Oui;Non;Bisannuel;Oui;Cheque papier;19,95;373,5;Non
1350;Femme;0;Non;51;Non;DSL;Non;Oui;Mensuel;Oui;Cheque electronique;49,65;2553,35;Non
1351;Femme;0;Non;67;Oui;DSL;Oui;Oui;Bisannuel;Non;Cheque papier;65,65;4322,85;Non
1353;Homme;0;Oui;72;Non;DSL;Non;Oui;Bisannuel;Non;Virement bancaire;60,95;4549,05;Non
1354;Homme;0;Oui;66;Non;Non;Oui;Oui;Annuel;Oui;Cheque electronique;20,35;1359,5;Non
1355;Femme;0;Non;18;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;88,35;1639,3;Oui
1356;Femme;0;Non;9;Non;Non;Oui;Non;Mensuel;Oui;Cheque electronique;19,5;178,85;Non
1357;Femme;0;Non;9;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;75,2;633,85;Non
1358;Homme;0;Non;48;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;111,45;5315,1;Non
1359;Homme;0;Non;10;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque papier;70,15;735,5;Non
1361;Femme;1;Non;13;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;95,05;1290;Oui
1362;Homme;0;Non;4;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;78,45;330,05;Oui
1363;Homme;0;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;70,2;237,95;Oui
1364;Femme;0;Non;72;Oui;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;92;6474,4;Non
1365;Femme;0;Oui;51;Non;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;85,5;4421,95;Non
1366;Homme;0;Non;59;Non;DSL;Non;Oui;Mensuel;Oui;Virement bancaire;41,05;2452,7;Oui
1368;Homme;1;Non;61;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;82,15;4904,85;Non
1369;Homme;0;Non;54;Non;Fibre optique;Oui;Non;Annuel;Non;Cheque electronique;84,4;4484,05;Non
1370;Femme;0;Non;33;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque papier;60,9;2033,85;Non
1371;Femme;0;Non;27;Non;Non;Oui;Non;Bisannuel;Oui;Virement bancaire;20,25;538,2;Non
1372;Femme;1;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,2;79,2;Oui
1373;Homme;0;Non;23;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque papier;95,3;2192,9;Non
1374;Homme;0;Oui;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,85;19,85;Non
1375;Homme;0;Oui;45;Non;DSL;Oui;Oui;Bisannuel;Oui;Cheque papier;84,35;3858,05;Non
1376;Femme;0;Oui;39;Non;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;19,85;854,8;Non
1377;Homme;0;Non;5;Non;DSL;Oui;Non;Annuel;Oui;Cheque papier;70;347,4;Oui
1378;Homme;0;Oui;72;Oui;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;82,3;5815,15;Non
1379;Femme;0;Oui;58;Oui;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;66,8;3970,4;Non
1380;Femme;0;Non;70;Non;DSL;Non;Non;Bisannuel;Oui;Virement bancaire;44,6;3058,15;Non
1381;Homme;0;Oui;61;Non;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;98,45;6145,2;Non
1382;Homme;0;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque papier;70,7;129,2;Non
1383;Femme;0;Oui;46;Oui;Non;Oui;Oui;Annuel;Non;Cheque papier;24,95;1165,9;Non
1384;Femme;0;Non;1;Oui;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;49,95;49,95;Oui
1385;Femme;0;Non;22;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;69,25;1554;Oui
1386;Femme;0;Non;48;Non;Fibre optique;Oui;Non;Bisannuel;Oui;Carte bancaire;102,5;4904,25;Non
1388;Homme;0;Oui;72;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;24,3;1643,25;Non
1389;Femme;0;Oui;12;Non;DSL;Oui;Oui;Mensuel;Oui;Carte bancaire;58,35;740,55;Non
1390;Femme;1;Non;34;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;94,25;3217,55;Oui
1391;Femme;0;Oui;72;Non;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;68,75;4888,2;Non
1392;Homme;0;Non;29;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;85,8;2440,25;Non
1393;Homme;0;Oui;33;Non;Non;Oui;Oui;Annuel;Non;Carte bancaire;20,1;620,55;Non
1395;Femme;0;Oui;62;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;110,8;6840,95;Non
1396;Homme;0;Non;41;Oui;DSL;Oui;Oui;Annuel;Oui;Cheque electronique;73;3001,2;Oui
1397;Femme;0;Non;64;Oui;Fibre optique;Oui;Non;Annuel;Oui;Carte bancaire;100,05;6254,2;Oui
1398;Femme;0;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;82,85;319,6;Non
1399;Femme;0;Non;24;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;84,35;1938,05;Non
1401;Homme;0;Oui;3;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,95;58,3;Non
1402;Femme;1;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;99,8;442,85;Oui
1403;Femme;0;Oui;18;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;35;553;Oui
1404;Homme;0;Non;8;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;66,25;546,45;Non
1405;Femme;0;Non;35;Oui;Non;Oui;Non;Bisannuel;Non;Virement bancaire;23,3;797,1;Non
1406;Femme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;76;76;Oui
1408;Homme;0;Oui;8;Non;DSL;Non;Non;Bisannuel;Oui;Cheque papier;44,55;343,45;Non
1409;Femme;0;Non;71;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;104,1;7412,25;Non
1411;Femme;1;Non;2;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;93,85;170,85;Oui
1412;Homme;1;Non;29;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;101,45;2948,6;Non
1413;Femme;0;Non;15;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;84,3;1308,4;Oui
1414;Homme;0;Oui;65;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;94,55;6078,75;Non
1415;Homme;0;Non;35;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;95,5;3418,2;Non
1416;Homme;0;Non;64;Non;Fibre optique;Oui;Non;Annuel;Oui;Carte bancaire;100,3;6603,8;Non
1417;Femme;0;Oui;58;Non;DSL;Non;Oui;Bisannuel;Oui;Carte bancaire;55,5;3166,9;Non
1418;Femme;1;Non;18;Non;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;49,85;865,75;Non
1420;Homme;0;Oui;63;Non;Non;Oui;Oui;Bisannuel;Oui;Cheque papier;19,15;1177,05;Non
1421;Femme;0;Non;60;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;99,8;5985,75;Non
1422;Homme;1;Non;9;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;84,4;732,5;Oui
1423;Femme;0;Oui;70;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;113,05;7869,05;Non
1424;Homme;0;Non;15;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;101,1;1504,05;Oui
1427;Homme;1;Non;71;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;92;6585,2;Non
1428;Homme;1;Non;44;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;73,85;3122,4;Non
1429;Homme;0;Non;1;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;50,45;50,45;Oui
1430;Homme;0;Oui;45;Oui;Non;Oui;Oui;Bisannuel;Non;Cheque papier;24,45;1088,25;Non
1432;Femme;0;Non;43;Oui;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;64,85;2908,2;Non
1433;Homme;0;Non;35;Non;Non;Oui;Non;Mensuel;Non;Virement bancaire;20,75;739,9;Non
1434;Homme;0;Non;9;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque papier;68,95;593,85;Non
1435;Homme;0;Non;12;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;99,95;1132,75;Oui
1436;Femme;1;Non;65;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;109,4;7227,45;Non
1437;Femme;0;Non;2;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;91,4;193,6;Oui
1440;Femme;1;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;75,55;349,65;Oui
1441;Homme;0;Oui;8;Non;Non;Oui;Oui;Annuel;Non;Carte bancaire;19,9;153,95;Non
1443;Femme;0;Oui;52;Non;Fibre optique;Oui;Oui;Annuel;Non;Cheque electronique;100,3;5244,45;Non
1445;Homme;0;Oui;41;Non;Fibre optique;Oui;Non;Bisannuel;Oui;Cheque electronique;111,15;4507,15;Non
1448;Homme;0;Oui;4;Oui;Fibre optique;Oui;Non;Mensuel;Non;Carte bancaire;80,8;332,45;Oui
1449;Homme;0;Non;23;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;20,85;473,9;Non
1450;Femme;1;Non;6;Non;Non;Oui;Non;Mensuel;Non;Virement bancaire;19,5;106,8;Non
1451;Homme;0;Oui;8;Non;Non;Oui;Oui;Mensuel;Oui;Cheque papier;19,35;152,6;Non
1452;Homme;0;Non;18;Oui;DSL;Oui;Non;Mensuel;Non;Cheque papier;69,5;1199,4;Non
1453;Homme;1;Non;52;Non;DSL;Non;Non;Mensuel;Oui;Carte bancaire;48,8;2555,05;Non
1454;Homme;0;Non;31;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;94,5;2979,2;Non
1455;Homme;0;Oui;29;Non;Non;Oui;Oui;Mensuel;Oui;Cheque papier;20,65;654,85;Non
1456;Femme;0;Non;36;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;106,05;3834,4;Non
1457;Femme;0;Non;16;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;100;1534,75;Oui
1458;Homme;0;Non;42;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;108,3;4586,15;Non
1459;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;20,55;20,55;Oui
1460;Femme;0;Non;60;Non;Fibre optique;Oui;Non;Bisannuel;Oui;Cheque electronique;99,65;5941,05;Non
1461;Homme;0;Non;5;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;85,3;424,15;Oui
1463;Homme;0;Non;36;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;20;666,75;Non
1464;Femme;0;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;70,4;281;Oui
1465;Homme;0;Non;9;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;64,95;547,8;Non
1466;Homme;0;Oui;1;Non;Fibre optique;Oui;Oui;Mensuel;Non;Carte bancaire;74,6;74,6;Non
1468;Femme;0;Non;23;Oui;DSL;Oui;Non;Annuel;Oui;Cheque papier;73,75;1756,6;Non
1469;Homme;0;Non;62;Oui;Fibre optique;Oui;Non;Annuel;Oui;Virement bancaire;92,3;5731,45;Non
1470;Homme;0;Non;37;Oui;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;98,8;3475,55;Oui
1471;Femme;0;Non;8;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,2;156,85;Non
1472;Homme;0;Non;31;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Carte bancaire;88,65;2683,2;Non
1473;Homme;0;Oui;13;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;74,4;896,75;Oui
1474;Femme;0;Non;24;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;98,75;2407,3;Oui
1475;Homme;0;Oui;45;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;95,95;4456,65;Non
1476;Femme;1;Non;69;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;105,4;6998,95;Non
1477;Homme;0;Non;2;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,25;36,8;Non
1478;Homme;0;Oui;61;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;106;6547,7;Oui
1479;Homme;0;Non;41;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;104,7;4346,4;Oui
1482;Homme;0;Oui;72;Non;DSL;Non;Oui;Bisannuel;Oui;Carte bancaire;65,1;4754,3;Non
1483;Femme;1;Non;13;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,85;1235,55;Non
1484;Femme;0;Oui;51;Non;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;69,75;3562,5;Non
1485;Femme;1;Non;71;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;99,2;7213,75;Non
1486;Homme;1;Non;22;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,7;2082,95;Oui
1487;Femme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;55,05;102,75;Oui
1489;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;51,25;51,25;Non
1490;Femme;0;Oui;23;Non;DSL;Oui;Oui;Annuel;Oui;Cheque papier;57,75;1282,85;Non
1492;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,55;19,55;Non
1493;Homme;1;Non;19;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;88,2;1775,8;Oui
1494;Homme;0;Non;11;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;79,5;795,65;Non
1495;Femme;0;Oui;8;Non;Non;Oui;Oui;Annuel;Oui;Cheque papier;19,75;145;Oui
1496;Femme;0;Oui;52;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Virement bancaire;98,15;4993,4;Non
1497;Homme;0;Non;3;Non;Non;Oui;Non;Mensuel;Oui;Cheque electronique;20,25;61,45;Non
1498;Femme;0;Oui;51;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;79,15;4018,55;Non
1499;Homme;1;Non;15;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;75,65;1146,65;Oui
1500;Homme;1;Non;64;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;94,25;6081,4;Non
1501;Femme;0;Non;37;Non;DSL;Non;Non;Mensuel;Oui;Carte bancaire;40,2;1478,85;Non
1502;Homme;0;Non;13;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;19,95;243,65;Non
1503;Homme;0;Non;49;Oui;DSL;Oui;Oui;Annuel;Oui;Cheque electronique;55,35;2633,95;Non
1504;Femme;1;Non;45;Oui;Fibre optique;Oui;Non;Annuel;Oui;Virement bancaire;102,15;4735,35;Non
1505;Femme;0;Non;18;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;71,1;1247,75;Non
1506;Homme;1;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;74,7;74,7;Oui
1508;Homme;0;Non;54;Non;Non;Oui;Non;Bisannuel;Non;Carte bancaire;19,65;1008,7;Non
1509;Femme;1;Oui;23;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;88,45;2130,55;Non
1510;Homme;0;Non;17;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;76,65;1313,55;Oui
1512;Femme;0;Oui;67;Non;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;19,25;1372,9;Non
1513;Femme;0;Oui;14;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;84,8;1203,9;Non
1514;Femme;1;Non;1;Non;DSL;Non;Non;Mensuel;Oui;Cheque papier;25,8;25,8;Oui
1515;Femme;0;Oui;63;Non;Non;Oui;Non;Bisannuel;Non;Carte bancaire;19,5;1215,1;Non
1516;Femme;0;Non;41;Oui;DSL;Oui;Non;Annuel;Oui;Cheque electronique;68,6;2877,05;Non
1517;Femme;0;Non;17;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;92,6;1579,7;Non
1518;Homme;0;Non;56;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;100,55;5514,95;Non
1519;Femme;0;Non;5;Non;Non;Oui;Non;Mensuel;Non;Carte bancaire;20,55;96,1;Non
1520;Femme;0;Non;2;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;42,6;72,4;Oui
1521;Femme;0;Non;3;Non;Non;Oui;Oui;Mensuel;Oui;Cheque papier;19,6;55,25;Non
1522;Homme;0;Non;37;Oui;DSL;Oui;Non;Annuel;Non;Cheque electronique;67,45;2443,3;Non
1523;Femme;0;Non;29;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;68,85;1970,5;Oui
1524;Homme;0;Non;8;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;43,55;335,4;Non
1525;Femme;0;Non;63;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;109,85;7002,95;Non
1526;Femme;0;Oui;7;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20,65;158,95;Non
1527;Femme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;95,4;293,15;Non
1528;Homme;0;Oui;72;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;21;1493,75;Non
1529;Femme;0;Non;19;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;56,2;1093,4;Non
1530;Femme;0;Non;59;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;18,4;1057,85;Non
1531;Homme;0;Oui;2;Non;Fibre optique;Oui;Oui;Mensuel;Non;Carte bancaire;90;190,05;Oui
1532;Femme;0;Oui;35;Oui;Non;Oui;Oui;Mensuel;Oui;Cheque electronique;25,75;882,55;Non
1533;Homme;0;Non;14;Non;Non;Oui;Non;Mensuel;Non;Carte bancaire;19,6;300,4;Non
1534;Femme;0;Non;14;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;75,35;1025,95;Oui
1537;Homme;0;Oui;69;Non;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;75,75;5388,15;Non
1538;Femme;0;Oui;72;Oui;DSL;Oui;Oui;Bisannuel;Oui;Cheque electronique;78,95;5730,15;Non
1539;Homme;0;Non;8;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;100,85;819,55;Oui
1540;Femme;0;Oui;4;Non;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;50,3;217,1;Non
1541;Homme;0;Oui;63;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;80,3;4896,35;Non
1542;Homme;0;Non;72;Non;Non;Oui;Non;Bisannuel;Non;Virement bancaire;19,85;1434,1;Non
1543;Femme;0;Non;46;Non;Non;Oui;Non;Bisannuel;Oui;Cheque electronique;21,1;937,1;Non
1544;Femme;0;Non;5;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;69,95;330,15;Oui
1545;Homme;0;Non;30;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque papier;50;1474,9;Non
1546;Homme;0;Non;63;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Virement bancaire;104,75;6536,5;Non
1547;Femme;0;Non;60;Non;Non;Oui;Non;Bisannuel;Non;Virement bancaire;19,85;1128,1;Non
1548;Femme;0;Non;63;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;107,5;6873,75;Oui
1549;Homme;0;Oui;25;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;85,9;2199,05;Non
1550;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;45,85;45,85;Oui
1551;Homme;1;Non;6;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;80,8;457,1;Non
1552;Homme;0;Non;22;Oui;Non;Oui;Non;Bisannuel;Non;Cheque papier;25,25;566,5;Non
